,loss,mae,val_loss,val_mae,learning_rate
0,1.084752082824707,0.25855356454849243,0.3550519645214081,0.18705785274505615,9.999999747378752e-05
1,0.1924670934677124,0.12953150272369385,0.3010613024234772,0.17260926961898804,9.999999747378752e-05
2,0.1353856474161148,0.10885097831487656,0.2894982695579529,0.1701769381761551,9.999999747378752e-05
3,0.1090911403298378,0.09761574119329453,0.21188755333423615,0.1442316472530365,9.999999747378752e-05
4,0.09157762676477432,0.0890631228685379,0.11502693593502045,0.1040109246969223,9.999999747378752e-05
5,0.0796656459569931,0.08261159807443619,0.06675288826227188,0.07340545952320099,9.999999747378752e-05
6,0.07046527415513992,0.07752504199743271,0.04592157527804375,0.05699145793914795,9.999999747378752e-05
7,0.06409409642219543,0.07376864552497864,0.046205535531044006,0.05745789408683777,9.999999747378752e-05
8,0.058366384357213974,0.07016832381486893,0.04825662821531296,0.059337466955184937,9.999999747378752e-05
9,0.053568821400403976,0.06714721769094467,0.043148718774318695,0.054235029965639114,9.999999747378752e-05
10,0.05084490403532982,0.06520207971334457,0.050786301493644714,0.061110805720090866,9.999999747378752e-05
11,0.04720235988497734,0.06271291524171829,0.03839804232120514,0.05219258740544319,9.999999747378752e-05
12,0.044727519154548645,0.06080099195241928,0.03542938828468323,0.04928860440850258,9.999999747378752e-05
13,0.04201197251677513,0.059040848165750504,0.03509880229830742,0.04849996417760849,9.999999747378752e-05
14,0.04005886986851692,0.05744016170501709,0.04016919434070587,0.04990183562040329,9.999999747378752e-05
15,0.03821173310279846,0.056003767997026443,0.03412265703082085,0.046058185398578644,9.999999747378752e-05
16,0.036639951169490814,0.054756756871938705,0.03743976354598999,0.04838657006621361,9.999999747378752e-05
17,0.0350932851433754,0.05345359072089195,0.029105622321367264,0.04369516670703888,9.999999747378752e-05
18,0.03368407487869263,0.05224967002868652,0.03283827006816864,0.044731203466653824,9.999999747378752e-05
19,0.03240636736154556,0.05115837603807449,0.028134342283010483,0.041789472103118896,9.999999747378752e-05
20,0.031120603904128075,0.05004426836967468,0.026594460010528564,0.03929980844259262,9.999999747378752e-05
21,0.029839562252163887,0.04889537766575813,0.024652568623423576,0.03691256418824196,9.999999747378752e-05
22,0.028585804626345634,0.04782892018556595,0.02102675475180149,0.03446267545223236,9.999999747378752e-05
23,0.027708450332283974,0.04693448916077614,0.019522806629538536,0.03358059003949165,9.999999747378752e-05
24,0.026819979771971703,0.04619082435965538,0.020282233133912086,0.03377346321940422,9.999999747378752e-05
25,0.02602645568549633,0.04540237411856651,0.01905706152319908,0.03283480927348137,9.999999747378752e-05
26,0.025543075054883957,0.044785626232624054,0.02066788822412491,0.03655137121677399,9.999999747378752e-05
27,0.024443244561553,0.04392583295702934,0.019925350323319435,0.03382714465260506,9.999999747378752e-05
28,0.024423900991678238,0.0436222068965435,0.01794092357158661,0.032408926635980606,9.999999747378752e-05
29,0.023155227303504944,0.04255186393857002,0.0191359780728817,0.03436238318681717,9.999999747378752e-05
30,0.022567814216017723,0.041909463703632355,0.01748601347208023,0.03246095031499863,9.999999747378752e-05
31,0.02233703061938286,0.041401542723178864,0.018256036564707756,0.032105252146720886,9.999999747378752e-05
32,0.02112616039812565,0.04057428240776062,0.021915072575211525,0.03356285020709038,9.999999747378752e-05
33,0.020489893853664398,0.039964400231838226,0.01732567884027958,0.030650051310658455,9.999999747378752e-05
34,0.0201460849493742,0.03930966928601265,0.016344036906957626,0.029195349663496017,9.999999747378752e-05
35,0.019945092499256134,0.0390799306333065,0.017760450020432472,0.029880141839385033,9.999999747378752e-05
36,0.01914254017174244,0.03830351680517197,0.028552494943141937,0.034581441432237625,9.999999747378752e-05
37,0.018892252817749977,0.037773098796606064,0.015945017337799072,0.028388923034071922,9.999999747378752e-05
38,0.0182400681078434,0.03732333332300186,0.015572695061564445,0.02886718139052391,9.999999747378752e-05
39,0.017459923401474953,0.036626722663640976,0.02723071537911892,0.03240099921822548,9.999999747378752e-05
40,0.017738988623023033,0.036604881286621094,0.01447806041687727,0.02721473015844822,9.999999747378752e-05
41,0.016656095162034035,0.03567240759730339,0.014992831274867058,0.02777889184653759,9.999999747378752e-05
42,0.01641176827251911,0.035396378487348557,0.014089974574744701,0.027527548372745514,9.999999747378752e-05
43,0.015983451157808304,0.03495651111006737,0.01443956233561039,0.026290681213140488,9.999999747378752e-05
44,0.015680763870477676,0.0344388447701931,0.014089295640587807,0.027324603870511055,9.999999747378752e-05
45,0.015418197959661484,0.03422863408923149,0.015072260983288288,0.027271954342722893,9.999999747378752e-05
46,0.014235195703804493,0.03282416984438896,0.013626325875520706,0.02461876906454563,4.999999873689376e-05
47,0.013615865260362625,0.03229828178882599,0.012930342927575111,0.024923982098698616,4.999999873689376e-05
48,0.013572650030255318,0.0321454219520092,0.014150465838611126,0.024901792407035828,4.999999873689376e-05
49,0.013500004075467587,0.03198424354195595,0.012827816419303417,0.02404400333762169,4.999999873689376e-05
