,theta_E,e1,e2,gamma1,gamma2
1,1.726132891311944,15.58433532124873,15.994192165968919,0.4876498178437269,0.12971478402355407
2,3.0159926483393136,1.3735870422307657,3.324670217967278,8.808762824515153,2.917153613125196
3,8.839898195769472,0.06490523263157658,7.065745661456512,5.990472686165019,7.282562866036056
4,6.9515917517005255,2.0291665934323646,2.9442850992410463,7.2170624675354915,8.72673735639991
5,9.059727234213149,19.58670178987572,13.177705376088305,5.527548539905013,4.596768418741519
6,10.554963789482684,7.999498716233116,10.109173950584957,11.311879221172886,11.22784020151983
7,3.8598860171049054,12.899487630202797,10.135918672478574,5.704040481143325,5.318927542973763
8,13.267530234192995,2.9280638830848087,7.7977430609965745,7.793680962830366,8.162370894338403
9,9.728976632263095,18.83783509769828,12.810735662726428,9.526187237128623,9.069964737344192
10,13.68663726967804,2.1218053677839053,4.678042868733865,25.87893882580157,7.69310192709405
11,0.5641152199329299,4.207248803040002,11.999937241179262,9.940574511088514,9.80330770208438
12,7.777929862890126,3.3131340821455817,8.69599165536649,4.29274346783973,6.885063636050984
13,8.344941022452527,18.2347513503683,1.9176781887693621,7.859860690458468,7.594256578853321
14,11.91803798452969,4.660486592882518,3.1733085224726794,3.6211943977378014,0.5274568533255937
15,9.975121788437013,22.497076996156913,8.98764556943152,1.806517737891957,0.7502282477245412
16,3.8843252736183316,3.764644828171313,19.46203644776298,1.2046463859804697,4.867174845154504
17,11.321178938457734,6.799224517071549,0.22889521235633323,6.3270185053014485,4.990753980724534
18,1.310297501808048,9.06451417794178,13.729110953584447,8.083478477370475,8.12548357337635
19,9.210028604512898,4.528944167209513,11.474968688388733,2.7739646470874058,4.225907674463595
20,4.951623394625816,14.644413936270686,11.60045802360801,1.1489581842549192,0.07438031908327515
21,3.4508346691368312,3.741238364353926,2.7160110943485356,0.37257498718769827,14.573090541059482
22,7.970222776623795,12.366035887811144,19.830973499420438,1.9938386964813284,1.4559936754167182
23,8.88044883550143,9.290630043652072,1.6761533536247466,7.557792961121225,7.856973070458966
24,2.4963706264125336,20.70226696299713,0.82994019023048,9.051723977071443,9.049669124782149
25,6.341372003722463,23.53995341066584,5.519743852234679,3.9143229370316286,3.9250367198540017
26,0.47095481521113103,2.8184671390364837,4.2230716720120185,6.175734252856224,5.145410498188875
27,8.552456792673047,9.43928843661131,2.459264535088842,4.4150509538100255,12.194192274643699
28,0.09091494588238036,34.32004227845052,35.900320507373614,5.976855286647271,4.161563468296783
29,1.628833516022936,4.0392170599916,3.575025745678807,13.05199545190449,10.542765740297025
30,9.09241898818012,15.44639288146296,20.122997466681536,8.125845374723161,7.889304980938672
31,10.786535845534276,3.5554350926800473,5.122693287555457,6.965591863364887,5.354964993135258
32,27.293569555289547,0.02432413713918182,3.5409790263481318,31.27464372613326,10.417396661567588
33,10.291815721459878,5.996361567427623,8.733054681028145,15.781117529037536,21.84794224476837
34,7.6024522239220875,18.65201403519001,17.825562457444146,5.233163010736634,5.536954516590014
35,3.8480222933214554,5.337497214494829,2.1221156319917642,9.709430809161978,14.844793270367362
36,3.7078094839454403,5.907845056312271,3.7807093534632368,5.707907066032425,15.054681585037077
37,0.6763287022460434,3.2348544139302007,1.0721958912878318,4.6372644221033825,4.885858649857875
38,0.662807079128383,22.03370778147177,18.329897137773283,6.803449179148177,7.511473278300029
39,18.447656852210095,8.25061331670425,0.3916231190982831,3.959415415980614,4.197263564297735
40,5.701467565518054,0.11927137225946546,33.558430261245654,1.547801101665437,0.3595208203888491
41,2.444393959681513,5.972409205213136,19.951606829278735,9.898507223546646,8.702592245437287
42,10.13231591789304,7.9035609798264375,36.059436655384566,4.952056517301162,4.343842957221596
43,17.73720619785162,6.502823575622344,11.332691311038538,4.962188123229618,5.1118778204065585
44,17.182078845987455,0.8102971070571735,5.584954460205617,5.589888760232456,4.511626795483076
45,2.822114037166903,10.912802038378592,19.43901063298645,5.0755588970025665,5.139305378094202
46,10.743881047117085,29.292979703016602,17.359173525031277,0.7887302291840063,0.5387154152566687
47,9.180726525585213,24.122032825446457,9.660568375214933,15.344654349547987,21.27741821877867
48,3.732219803598369,15.251822367460473,27.938754340425774,6.870077449375649,4.599696510522329
49,0.45524772951858716,1.7541074405836417,18.71239108560504,0.8075541715891641,2.611812478511473
50,12.174637626070195,17.42651005229903,15.202225048745643,6.278436332000198,7.12760279383222
51,4.551239065224399,6.2283413055646,20.75779187640138,4.219930429590334,5.092966899032662
52,14.813213774861458,3.4496630189474784,0.8263549353104875,19.7416488483558,7.173289748650995
53,2.5017614805393524,4.826032541657355,0.10998822209665751,11.203481939127629,8.103643539809445
54,2.828830618418621,3.4668150509423006,17.48296543441864,3.5856364095137483,4.301593862412049
55,1.5420471024908002,2.6840160044107146,23.15878979244776,8.81578289437117,7.909728688064294
56,4.959575341624826,3.718591937278977,8.366273524800278,2.3833890353094236,5.763044854127127
57,10.676116498179725,6.547712441968119,21.36127870851067,14.994924901675358,16.969012307039417
58,1.1698451998303203,30.896213632282432,7.800942942758001,9.78996142780781,8.457035828333584
59,6.8273549330771,1.1090217706175083,3.4827040894907872,10.585379626653674,6.215917896233792
60,11.332773682437871,21.629398405418307,0.15736498450223937,4.80588741442821,6.318737482784514
61,12.754454987600772,23.6638368424787,5.150088828275917,2.0056793827868455,1.720514288611319
62,5.74200389399827,10.89575853488879,11.105854622839614,5.993387469916453,6.917537221278557
63,11.161959825004068,0.46276629746341746,27.105153349012234,8.215921119756942,11.704882232204227
64,1.9930106506638474,6.967120907716677,0.42689273293293933,7.936926810669307,13.245411652315203
65,18.674251996323747,0.5683742276030536,1.9184670237501957,7.9064698753148575,6.450106650922328
66,23.56735229100148,2.2031472343518677,7.155970441411294,5.59438025049528,7.657139575496467
67,5.814074955754132,0.7533706493342905,17.14666886653856,7.747585353335074,8.004538325476114
68,44.88625491863477,8.725030036788592,0.4800261119379529,18.86874307943138,22.25589893711129
69,6.870108186336843,21.921047957002394,8.053604171195914,0.8661940602921075,1.6261754054306181
70,12.712184069774377,9.904046186940946,9.872611930425021,8.659340741792116,10.56328892877894
71,1.6826856978391342,17.300458786929696,7.031890126468296,5.284623395662532,5.519272506451978
72,0.8290949982722516,21.1081993538898,17.36583065718362,3.066282289318696,3.2738975523857454
73,12.21818757818072,3.022966837432136,11.070609938535956,0.029002608638403087,3.403199790022148
74,6.7538789890723265,7.843660130006919,4.013173550217984,7.8902371283545225,13.228259218340371
75,2.486416502915108,0.4151002349505224,22.236749121941475,2.069246733474692,2.798851597208164
76,7.827357761011397,16.4970563895624,28.942328702051494,6.522594155090203,1.0618171707115476
77,5.177563973870693,21.321285567150504,25.186525620961625,4.293996788871732,4.801862586211988
78,4.412631535777041,3.7071971519006035,5.2140231585091135,4.668742890428342,4.269229133886757
